,Ratings,Full_review
19187,4,"It's totally excellent, I'm satisfied with that"
19188,5,Really good super package thank u flipkart
19189,4,"This is my new DsLR ,,,❣️❣️❣️❣️👌👌👌👌"
19190,5,Nice i am so hapy 🥰🥰😘😘☺
19191,5,"Hi, Let me telling you the pros and cons that I experienced for about 4 months..  Pros: 1) Beginner Friendly. 2) The Menu system is easy to use. 3) Very compact. 4) A new experience to the mobile phone Photographers. 5) Buttons are limited so that you can remember the usage of each and every.  Cons: 1) Focus is not confident..In auto mode, the auto focus is sharp. Other than auto modes such as aperture priority, shutter speed priority, and manual mode..the focus is clear but the auto focus ri..."
19192,5,Vv thanks iam happy
19193,3,Average product
19194,5,Awesome Camera.
19195,5,GooD
19196,4,It's best for lower price
19197,5,🤩 love it
19198,5,"Good picture quality. Easy to use. Good looking. Got it in only 19490 price after taking 10% Citi Bank credit card cash back. Delivery in just 11 hours. Thanks filpkart, Citibank, ekart and Canon."
19199,5,Very good.
19200,4,Osm picture yaar
19201,5,Amazing 😘😘
19202,4,Good but want to know more about it because it it's short range is good and long range is normal
19203,5,Wonderful product
19204,1,So beautiful camara
19205,5,Nice product
19206,5,Very nice product
19207,2,Not best for youtube video Bcz in this extra mic port not available
19208,5,Nice product for family
19209,5,Best Camera and of good quality. It's light in weight and but body is of plastic material. But because of this low price you can buy extra lens for this.
19210,5,Very good.
19211,5,A very good camera for beginners
19212,4,good
19213,5,Good
19214,5,Best for beginners...
19215,5,Loved it awesome camera
19216,4,Good product
19217,5,Superb purchase... Got a headphone free with it
19218,3,Nice Cemera
19219,5,Camera is of good quality. Good image quality and easy to handle.Only issue is you cannot connect external mic to it.
19220,5,Its an amazing product which is really good to begin photography with. Its pocket friendly and very easy to understand the functions specially when you are new in the field of dslr photography
19221,5,Good
19222,5,"Nice DSLR for beginners, can take without dought"
19223,4,like to filipcart
19224,5,Good prodatt
19225,3,awesome product for personl photo shoot
19226,5,Excellent Camera and excellent delivery by Flipkart.
19227,4,disoppointed
19228,4,A one Class
19229,5,Superb
19230,5,Basic level DSLR. But amazing low light images. It's low budget DSLR one of the best in this segment.
19231,5,it's the perfect one......
19232,5,Nice
19233,4,"Satisfied  Lovely full paise wasool  As being new in photography , I suggest to learn with this camera and upgrade further.  Both Manual and automatic options work perfectly alright."
19234,4,Nice photo
19235,5,Support quality: very nice camera i bought it for my son
19236,4,Best entry level DSLR. This camera not having 3.5 mm jack which is a setback. Better video quality. While using flash there is a little bit of delay in clicking photos.
19237,4,I m happy with this Product
19238,5,Awesome..
19239,5,Best deal
19240,4,ok ok
19241,5,Super....
19242,5,Outstanding
19243,4,Such a very nyc product for the beginers
19244,5,An awesome camera and best for the beginners in low budget. I got in Flipkart sale. Thanks to the Seller and Flipkart team. Picture quality is too good. Camera is very handy with good battery life.
19245,5,"Super, amazing 😍👌👌👌👌👌👌❤❤❤❤"
19246,5,Nice camera
19247,5,Excellent 👍
19248,4,Nice
19249,5,Unbelievable result at this price range
19250,5,Excellent camera
19251,5,Excellent camera🥰🥰🥰👍🏽👍🏽
19252,5,Osm
19253,5,"For beginners ,good quality photos"
19254,5,It's a good camera for beginner but not suitable for an proffessional photography so just invest more and go for a mirrorless camera.
19255,5,Very Nice
19256,4,"4 star, as packing could have been better. Otherwise it was a good kit, with Camera and including all necessary accessories."
19257,4,Awesome
19258,5,Very good product for beginners
19259,5,Great product at this rate Best for beginners Works smoothly But data cable is not provided Its not a major problem
19260,4,Good product
19261,3,What disappointed me is 1. No mic connectivity is big problem. 2. USB port type. 3. Wifi connectivity with laptop. 4. Lens is very basic type you must have to purchase a better one. Otherwise it's awesome...
19262,4,Love this product because dslr camera is my dream now dream comes true...📷😍
19263,5,Value of money
19264,4,satisfied product
19265,4,Very good
19266,5,Super nice
19267,4,Nice camera and nice packing..
19268,5,Excellent..
19269,5,Very nice
19270,5,Super asome
19271,5,I have been using this camera for 10 days and I'm totally satisfied. Awsm camera and 1.8mm lens jst mind blowing 😍
19272,5,Its a very nice camera. I bought it for under 18k.. In this price it is very great product..
19273,5,Very good
19274,5,"Image quality is spuerb,but video is not upto the mark not because of the problem of the camera or lens,it is because of the problem of hand shake.Use a tripod while recording a video"
19275,5,Goodwill
19276,4,"Great, amazing product"
19277,5,Good product
19278,5,Very nice camera for new user it's really great .
19279,4,Good
19280,4,Good
19281,5,Very nice...supr clarity ..more than expected
19282,5,Excellent product ... If you know how to use DSLR . Thanks
19283,1,World number one waste prodect
19284,5,Very good product. It has satisfied my mind
19285,4,Hello Good dslr camera for beginner's there is no complexity in using it use it for one day you will be habituaded to use it good photo quality.
19286,4,Good product. Best for beginners under 19k
19287,5,Excellent Performance
19288,5,nice one at this price.
19289,4,Good one for price
19290,5,Osm
19291,5,Nice
19292,5,it's really good camera for beginners don't think just buy it's awesome camera
19293,5,Nice products
19294,4,Gud1 for beiginers
19295,1,Bad memory card..
19296,5,Canon EOS 3000D performs well in all situations Battery backup Excellent Camera flash is manual it will not work automatically there I faced some difficulty Switches are easy to use & it's a entery lvl 📷 Wifi supporting camera help to transfer the pics more fast & efficiently. Charging time approximately 2hrs. Neat build quality and also slightly less weight comparing to other DSLRs Overall price worthy camera for youngsters as well as beginners. #canon💕💕#
19297,5,Amazing experience.. Nice product for beginners who wants to explore world through their photography talent.
19298,4,nice product good for beginners and price is quite 👍 👌
19299,4,Good one .... As a beginner
19300,5,Product is a good quality
19301,5,Amazing quality...
19302,5,Awesome
19303,4,Product is very good but selling price is very very high
19304,3,Nice product for learning photography
19305,4,Super
19306,4,Awesome
19307,5,Great camera for amateur use . Easy to use understand the settings
19308,4,Awesome product value for money thank you flipkart?
19309,5,Awesome
19310,5,I should suggest everyone to buy this Canon Camera... Trust me it's worth product. Best for beginners.
19311,5,A good camera for beginners.Worth of money
19312,4,"Camera was good, and I got it @ 17500"
19313,5,Superb product
19314,5,Nice
19315,5,Best camera for photography at this rate....
19316,5,Osm camera in this price range
19317,5,Good for beginner
19318,5,Nice value of money
19319,5,Nice .. really loved this one 😊
19320,5,I bought it less than 18999..
19321,4,Really Good Product
19322,1,Worst quality
19323,5,This is really good product for beginners
19324,5,Loved it
19325,5,Super
19326,5,Its a good camera for middle range. Im Happy because buying the camera. Auto pic shoot is very good
19327,4,Wonderful product worthy of money
19328,5,Nice quality Photo capture in a RAW
19329,4,OK LIKE IT
19330,5,Love it
19331,5,Mind blowing product in this Price. Value for money.. Superb camera📷. It is my first DSLR CAMERA
19332,4,Best entry lavel dslr
19333,5,Good product cheap and best bcoz I get it on Only 16600/-
19334,3,Super quality bt battery is not heavy
19335,5,I'm really happy to purchase this cemara.
19336,5,Super offer & also super product
19337,5,Prettty good .. awesome my first dslrr..  Performance superbb Battery back good Clickss shotsss .. suprbbb..  Must buyy
19338,5,Very Nice. Its been an year I am using it. Worth every penny . Thanks Flipkart. Now I hv become Cinematographer using Canon EOS 3000D
19339,5,Very Good camera at this price..rocking images Very good performance... Very Worth For Money..Loved one...
19340,5,Very nice
19341,4,good camar
19342,5,delivery person is humble towards his speaking and delivers by the exact time no irritation of calls
19343,5,Best Camera price Range I love Flipkart 😊😊😊
19344,5,Good camera
19345,3,Basic quality . No recomender
19346,5,Awesome Camera for Beginners.... Really like it.
19347,5,Awesome DSLR for less price.picture quality is nice
19348,5,As awesome as expectation
19349,3,Exellent product for beginners!! Camera can be used to learn photogarphy skills !  Professionals dont expect that much !
19350,5,Best
19351,1,Good camra
19352,3,"It's a beginner's camera. If you have passion for photography, go for higher range items."
19353,5,A very good camera for beginners at this price. And picture quality is awesome
19354,4,Superb
19355,2,I got damage memory card Company is giving damaged product Don't buy
19356,3,It's gud but no mic connected
19357,5,Outstanding
19358,1,Not good
19359,5,It's is best camera if campaired to its price 8 really like it
19360,5,Satisfied Product
19361,4,It's good.. I got defective
